Number;Description;Development_Type;Dev_Cat;Affect_RPA;Dev_Sprint;Effort;Assignment_group
RITM0928478;"Nos formulários PTP_031 e PTP_030 o campo moeda deverá ter uma regra por país e não permitir edição por parte do solicitante:
CLP - Chile
PEN = Peru
BRL = Brasil
COP = Colombia";Portal (Employees / Internal Users);;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0928482;"No formulário PTP_060 o campo moeda deverá ter uma regra por país e não permitir edição por parte do solicitante:
CLP - Chile
PEN = Peru
BRL = Brasil
COP = Colombia";Portal (Employees / Internal Users);;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0929107;"Avaliar solução para tratamento dos e-mails enviados para o endereço wbs@weg.net que não tenham referência (watermark) com alguma solicitação em andamento.
Têm pessoas enviando e-mail para esse endereço achando que alguém está verificando.
É preciso dar uma mensagem de erro para o remetente, ou direcionar esses e-mails para a caixa de e-mails do Service Desk.";E-mail Notifications;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT_ADVANCED
RITM0929184;Ajustar acessos aos formularios conforme localidade. (Planilha anexa);Portal (Employees / Internal Users);;No;12;5;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0929664;"Favor fazer carga de novo Schedule cadastrado em DEV para os demais ambientes. ""Global HUB | UTC-3 | Jan | Last Business day | 0h - anticipated"".";Others;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0929862;Alterar SLA da oferta RTR_597 para 1928 horas e alterar o workflow conforme anexo;Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0930125;"Efetuar os ajustes conforme abaixo
UI Action: Pause
Aparecer apenas nos seguinte status
Trabalho em andamento
Aprovado
Rejeitado

No Client script que atribui a atividade ao nome do atendente, necessário também mudar o status para in progress e fazer um g_form.reload para atualizar as actions.";Workflows and Tasks;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0930220;NECESSÁRIO PARA ROLLOUT CHILE/PERU - Estou enviando em anexo as ofertas que devem ser cadastradas como _AG_WBS_LOC_COUNTRY_BR para aparecer somente no portal Brasil.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0930565;"Transportar para QA e PRD, todos os schedules jobs cadastrados para o calendário do Chile: ""=CL Local HUB"".
Todas as ofertas do Chile foram carregadas para o QA sem o schedule job vinculado, pois não tem esse cadastro.";Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0930580;"""Transportar para QA e PRD, todos os schedules jobs cadastrados para o calendário do Peru: """"=PE Local HUB"""".
Todas as ofertas do Peru foram carregadas para o QA sem o schedule job vinculado, pois não tem esse cadastro.""";Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0932416;Criar oferta de serviço e workflow conforme anexo;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0932600;"Ajustar carga da planilha de Catálogo de Serviços, do RTR.
Não está carregando o campo ""schedule job registration"".";Service Catalog;;No;;4;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0932678;Cadastrar o schedule job registration, manualmente, nas ofertas de Impostos listadas no anexo. A carga do catálogo de serviços não preencheu esse campo.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0932683;Cadastrar o schedule job registration, manualmente, nas ofertas de Impostos listadas no anexo. A carga do catálogo de serviços não preencheu esse campo.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0933990;Incluir o nome da transportadora no momento de informação de erros do processo para os RPAs de impressão de romaneio e NF. Modelo anexo.;RPA and Automations;;Yes;;2;_GG_WBS_SERVICE_CENTER_SUPPORT_DISPATCHER
RITM0933994;Alterar o modelo gerado para o RPA de Impressão de Romaneios, incluindo o nome da transportadora e do cliente no relatório de pendências. Modelo anexo.;RPA and Automations;;Yes;;3;_GG_WBS_SERVICE_CENTER_SUPPORT_DISPATCHER
RITM0935584;"Criar campo nos formulários FF198 e no FF016
- Campo: 'Tipo de produto TRM' (igual já existente no formulário FF115)
Atribuir esse campo depois do campo 'Empresa' para os dois formulários.";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0936258;Reformulação/atualização da oferta PTP_172 - cadastrar agencia bancaria no SAP ECC, conforme o doc em anexo.;Service Catalog;;No;12;20;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0936339;Reformulação da oferta de serviço PTP_012 - Ampliar cadastro fornecedor, conforme o doc em anexo.;Service Catalog;;No;12;20;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0936467;Reformulação da oferta de serviço PTP_011 - modificar dados bancarios fornecedor, conforme o doc em anexo.;Service Catalog;;No;12;20;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0937730;"Gentileza efetuar alteração no WF 508 conforme anexo.
Se atentar nas abas: Service Catalog, rules e workflow.";Service Catalog;;No;GPRETTO - RITM0667903 - Correções- seq29;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0938007;"Inserir parâmetros abaixo na oferta OTC_515.

$select
$top
$filter
DocNum eq 227400021 or DocEntry eq 1
 /b1s/v1/Orders

Segue anexo planilha com campos do formulario e campos do service Layer B1";Service Catalog;;No;12;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0938093;"Gentileza alterar wf 513 conforme anexo
Se atentar as abas: Service Catalog, Rules e Workflow";Service Catalog;;No;;4;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0938239;"Gentileza alterar WF 507 conforme anexo.
Se atentar nas abas: Service Catalog, Rules e Workflow.";Service Catalog;;No;12;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0938289;"Gentileza alterar o WF 509 conforme anexo.
Se atentar nas abas: Service Catalog, Rules e Workflow.";Service Catalog;;No;12;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0941036;"Quando um representante tenta fazer uma conexão RFC em um formulario, mesmo estando logado na VPN, ocorre erro de autenticação, sendo necessário abrir o myweg em uma nova aba do browser.
Atualmente está pedindo usuario e senha duas vezes no myweg nesses casos.
Incidentes abertos previamente:
INC0010169
INC0010803";Integrations (SalesForce, SAP,  B1, Automic, Active Directory, etc.);;;12;40;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0941625;"Gentileza verificar a oferta OTC_382, nao esta aparecendo o campo para vir os créditos após preenchimento do campo ""Informe abaixo o código que esta lançado o crédito de EDC""
Caso queira comparar, a oferta OTC_143 tem as mesmas condicionais.
Essa oferta possui RPA.";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0942194;"Alterar nome da oferta OTC_243: (traduções)

Ingles: Generate from Monthly Closing report (Index of Overdue and biggest debtors)
Portugues: Gerar relatório de fechamento mensal (índice de inadimplência e maiores devedores)
Espanhol: Generar informe de cierre mensual (tasa incumpriemento  y los mayores deudores)";Portal (Employees / Internal Users);;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0942540;Alterar idioma de todas as filas OTC que sao de B1 e LATAM para espanhol (QA e Produção);Portal (Employees / Internal Users);;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0942611;"(Estamos fazendo a centralização da Solar no WBS, precisamos desse ajuste para concluir a centralização)
Gentileza adicionar pergunta na opção "" Informe a condição de pagamento"" - Financiamentos:
Essa pergunta deverá ficar abaixo da pergunta ""Informe abaixo se o faturamento é parcial ou total""
Pergunta: Fornecimento 100% pago através de financiamento ou Financiamento + recursos próprios?
Selectbox: 100% Financiamento/ Financiamento e recursos próprios. 
Se responder 100% financiamento, nao abrir mais nada.
Se responder Financiamento e recursos próprios abrir campo select box:
Selecione abaixo a forma como esse financiamento foi pago:
Crédito lançado + Financiamento
Depósito + Financiamento
Crédito lançado + Depósito + Financiamento.

Se responder Crédito lançado + Financiamento abrir o mesmo desenvolvimento que possui na opção ""antecipado"" desse formulario.
Abrir o campo Informe o código do cliente onde consta o crédito  e carregar os créditos do cliente para selecionar.
Se informar Depósito + Financiamento 
abrir multirow DADOS DO DEPÓSITO igual possui na opção ""antecipado""
Se responder Crédito lançado + Deposito+ Financiamento abrir campo ""Informe o código do cliente onde consta o crédito"" e multirow deposito.";Service Catalog;;No;16;6;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0944021;"Boa tarde,
Com a implantação do novo passo na atividade PTP_074, foi substituída a atividade que era solicitada pela oferta de serviço RTR_1740, sendo desnecessária a sua manutenção.
Favor desativar para que não seja mais possível solicita-la.
Oferta a ser desativada:
RTR_1740
Fico a disposição.
Att.
Jonathan";Workflows and Tasks;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0947799;"Incluir para as ofertas de serviço do arquivo anexo no campo INDISPONIVEL PARA os seguintes locais:
_AG_WBS_LOC_COUNTRY_AR
_AG_WBS_LOC_COUNTRY_CL
_AG_WBS_LOC_COUNTRY_CO
_AG_WBS_LOC_COUNTRY_PE";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0949549;"Necessário que as tarefas da oferta OTC_026 sejam sempre criadas no topo da fila (se necessário escalar as mesmas).
O SLA da atividade é alto, porem o esforço é grande e por este motivo é importante que a atividade seja iniciada o quanto antes";Agent Workspace;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0950865;"Desenvolver uma forma de voltar a atividade para o analista funcional caso falta alguma informação.
Essa ação deverá estar disponível no passo de desenvolvimento.";Workflows and Tasks;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT_ADVANCED
RITM0951217;No workflow RTR_WF_1900 | 1 |, inserir na task description a conta 2.4.25.14.001;Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0951488;"Alterar a descrição das tarefas para os workflows conforme planilha anexo.
IMPORTÂNTE: As alterações são as marcadas em vermelho.";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0951560;Transportar chave RTR_KEY_4002 e RTR_KEY_4009 de DEV para QA e depois PRD.;Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0953963;Alterar localização da oferta RTR_1710 formulário FF_202 para Brasil e Colombia.;Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0954048;"Bom dia,
Favor alterar a data de abertura da RTR_1006 conforme abaixo:

Atual:
Other - 20th/28th month day anticipated  - 00:00 (GMT-3) - Global HUB

Proposto:
20th/last month day anticipated  - 00:00 (GMT-3) - Global HUB

(20º e último dia do mês - Antecipar quando o último dia for feriado ou final de semana)";Workflows and Tasks;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0954063;"Definir padrão para recebimento do campo do tipo Decimal Field, fazendo com que trate os valores como número,

Exemplos:
Campo do tipo monetário duas casas decimais; e separador de milhar vazio; e decimal conforme decimal definido pelo login;

Como deveria ser:
""37000000"" -> ""37000000,00""
""37000000,0"" -> ""37000000,00""
""37000000,5"" -> ""37000000,50""
""37.000.000,5"" -> ""37000000,50""
""000,15"" -> ""0,15""
OBS: isso porque a virgula é o caracter de decimal padrão no login weg.integration

Serviços:
ibmwe/ritm_update_variable
ibmwe/servicecatalog_weg/createItem";Integrations (SalesForce, SAP,  B1, Automic, Active Directory, etc.);;Yes;12;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0954187;"Avaliar forma de aplicar filtro customizado nos campos projeto e área impactada em dashboard para a tabela u_task_complement, ou mudar esses campos para que sejam do tipo referência.
Se os campos forem alterados para referência é preciso fazer a correção dos dados das solicitações que já estão abertas.";Dashboards and Reports;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0954647;"Necessário traduzir artigo de conhecimento ""erros e sugestões"" para Espanhol.";Knowledge Base;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0954725;"Hoje, para as filiais nos Estados Unidos, temos apenas uma entrada cadastrada, mas desse modo alguns jobs necessitam de alteração manual para que o spool seja direcionado para a filial correta.

Precisamos dividir em três filiais que ficaram com os seguintes nomes:
Estados Unidos - Atlanta: Os jobs serão criados com as iniciais  WE;
Estados Unidos - Minneapolis: Os jobs serão criados com as iniciais US;
Estados Unidos - Bluffton: Os jobs serão criados com as iniciais UB.

Na aba SAP, deve vir com o idioma English.
Na aba Attributes deve vir com o Login BATCH.US";Service Catalog;;No;14;12;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0955386;"Gentileza adicionar tabela ECC nos campos Escritorio de vendas e Equipe de vendas da OTC_141.
Na oferta OTC_142 esses campos ja possuem essa tabela. Mas no campo Escritorio de vendas esta sem descrição. Inclusive abri um chamado pra adicionar a descrição nessa tabela
Entao adicionar tabelas na oferta 141 com descrição.

Além disso, tirar obrigatoriedade do campo Condição de expedição.";Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0955540;"Necessário acompanhar solicitações e apoiar/repassar itens para Tadeu (novo desenvolvedor TI).

Demanda 1:
Incluir um pop-up ao solicitar um perfil SAP (independente do ambiente). Algo semelhante ao perfil de aplicação.
A mensagem do pop-up pode ser incluída na tabela SAP Profile, em novos campos a serem preenchidos com a mensagem.

O orçamento de horas está no anexo.

Demanda 2:
Orçar e se viável implementar para que o desbloqueio de usuários na tela de Gestão de Logins do SGA, possa ser feito por um nível acima do atual.

Exemplo atual:
Gerente só pode desbloquear subordinados diretos

Exemplo proposto:
Gerente pode desbloquear também subordinados do chefes que estão subordinados à ele.";Integrations (SalesForce, SAP,  B1, Automic, Active Directory, etc.);;No;all;99;_GG_WBS_SERVICE_CENTER_SUPPORT_LEGACY_SYSTEMS
RITM0956015;"Criar controle para listar os incidentes da TI que afetaram os serviços do WBS.
Colocar essa visão no dashboard do Control Room";Others;;No;;4;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0956015;"Criar controle para listar os incidentes da TI que afetaram os serviços do WBS.
Colocar essa visão no dashboard do Control Room";Others;;No;;4;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0956178;"Alterar a oferta ""Solicitar detalhamento de custos do produto"" conforme anexo, qualquer dúvida entrar em contato.";Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0956199;"favor cadastrar a conta contábil na solicitação PTP_060:
Conta: 411075055
Código: 7M
Texto: AUDITORIA EXTERNA - CONTÁBIL
Usa: Centro de custo";Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0956843;Ajustar requests da contas a receber para escolher fila pelo país da empresa;Portal (Employees / Internal Users);;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0956855;"Gentileza colocar no idioma espanhol o nome da oferta OTC_360: Solicitar información crediticia diversa
esta em ingles ao acessar em espanhol.
E desativar a oferta OTC_004.";Service Catalog;;Yes;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0957546;Carregar a chave de abertura RTR_KEY_4011 - Empresas do Exterior (por empresa) de DEV para QA e depois para produção.;Workflows and Tasks;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0957559;Alterar o  approval rule  WBS - WEG Peru Treasury Supervisor para que o aprovador ser o Chefe do Setor Finanças da unidade.;Workflows and Tasks;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0957906;"Boa tarde,
Favor acrescentar os workflows routine parameters conforme abaixo:

RTR_KEY_2006 - Por empresa e filial (específicas ISS) 1027 | V2TEC - F005 Normal FALSO 2021-01-01 9999-12-31
RTR_KEY_2007 - Por filial (específicas IPI) 1027 | V2TEC - F005 Normal FALSO 2021-01-01 9999-12-31
RTR_KEY_2008 - Por empresa (Estado SC) 1027 | V2TEC Normal FALSO 2021-01-01 9999-12-31
RTR_KEY_2017 - Por filial (específicas EFD ICMS/IPI) 1027 | V2TEC - F005 Normal FALSO 2021-01-01 9999-12-31
RTR_KEY_2022 - Por empresa e filial (ISS outros municípios) 1027 | V2TEC - F005 Normal FALSO 2021-01-01 9999-12-31
RTR_KEY_2025 - Por empresa - Empresas Brasil 1035 | BALT - 13434970000147 Normal FALSO 2021-01-01 9999-12-31";Workflows and Tasks;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0958549;"Gentileza executar ajustes conforme abaixo:
1) Oferta OTC_018 aparece se pesquisado no portal pelo número mas nao aparece  na categoria que deveria estar.

2) OTC_001
Alterar campos para espanhol:
Nome da oferta
Why can none of the existing conditions be used?
How often is the new condition used?
Nota: Important: This request will be approved by the Manager of your area and the Head of the registration area. After both approvals, the request will be sent to the team to execute.

3) OTC_218
Alterar campos para espanhol:
Nome da oferta
Nota da oferta
Inform the day of the week that the customer makes payments

4) OTC_362
Alterar campos para espanhol:
Nome da oferta 
Eliminar nota da oferta em ingles";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
